Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8E50>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q2,<Date.Date object at 0x01ED8E90>,126,36,1
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q3,<Date.Date object at 0x01ED8F30>,9,17,0
Q3,<Date.Date object at 0x01ED8F50>,9,17,0
Q3,<Date.Date object at 0x01ED8E90>,9,17,0
Q3,<Date.Date object at 0x01ED8F90>,9,17,0
Q3,<Date.Date object at 0x01ED8EF0>,9,17,0
Q2,<Date.Date object at 0x01ED8F30>,126,36,1
